_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,LengthOfStay,NumberOfStays
461,1998/99,S08000030, ,Total,d,< 1 day,210
462,1998/99,S08000030, ,Total,d,1 - 7 days,930
463,1998/99,S08000030, ,Total,d,8 - 28 days,1040
464,1998/99,S08000030, ,Total,d,29 days - 6 months,890
465,1998/99,S08000030, ,Total,d,> 6 months,260
466,1998/99,S08000028, ,SMR01, ,< 1 day,20
467,1998/99,S08000028, ,SMR01, ,1 - 7 days,80
468,1998/99,S08000028, ,SMR01, ,8 - 28 days,30
469,1998/99,S08000028, ,SMR01, ,29 days - 6 months,0
470,1998/99,S08000028, ,SMR01, ,> 6 months,0
471,1998/99,S08000028, ,SMR04, ,< 1 day,0
472,1998/99,S08000028, ,SMR04, ,1 - 7 days,0
473,1998/99,S08000028, ,SMR04, ,8 - 28 days,20
474,1998/99,S08000028, ,SMR04, ,29 days - 6 months,10
475,1998/99,S08000028, ,SMR04, ,> 6 months,10
476,1998/99,S08000028, ,Total,d,< 1 day,20
477,1998/99,S08000028, ,Total,d,1 - 7 days,80
478,1998/99,S08000028, ,Total,d,8 - 28 days,50
479,1998/99,S08000028, ,Total,d,29 days - 6 months,10
480,1998/99,S08000028, ,Total,d,> 6 months,10
481,1998/99,SB0802, ,SMR01, ,< 1 day,0
482,1998/99,SB0802, ,SMR01, ,1 - 7 days,0
483,1998/99,SB0802, ,SMR01, ,8 - 28 days,0
484,1998/99,SB0802, ,SMR01, ,29 days - 6 months,0
485,1998/99,SB0802, ,SMR01, ,> 6 months,0
486,1998/99,SB0802, ,SMR04, ,< 1 day,0
487,1998/99,SB0802, ,SMR04, ,1 - 7 days,0
488,1998/99,SB0802, ,SMR04, ,8 - 28 days,0
489,1998/99,SB0802, ,SMR04, ,29 days - 6 months,10
490,1998/99,SB0802, ,SMR04, ,> 6 months,10
491,1998/99,SB0802, ,Total,d,< 1 day,0
492,1998/99,SB0802, ,Total,d,1 - 7 days,0
493,1998/99,SB0802, ,Total,d,8 - 28 days,0
494,1998/99,SB0802, ,Total,d,29 days - 6 months,10
495,1998/99,SB0802, ,Total,d,> 6 months,10
496,1998/99,S92000003,d,SMR01, ,< 1 day,1720
497,1998/99,S92000003,d,SMR01, ,1 - 7 days,4420
498,1998/99,S92000003,d,SMR01, ,8 - 28 days,1690
499,1998/99,S92000003,d,SMR01, ,29 days - 6 months,1010
500,1998/99,S92000003,d,SMR01, ,> 6 months,80
501,1998/99,S92000003,d,SMR04, ,< 1 day,640
502,1998/99,S92000003,d,SMR04, ,1 - 7 days,7200
503,1998/99,S92000003,d,SMR04, ,8 - 28 days,10810
504,1998/99,S92000003,d,SMR04, ,29 days - 6 months,8240
505,1998/99,S92000003,d,SMR04, ,> 6 months,2200
506,1998/99,S92000003,d,Total,d,< 1 day,2360
507,1998/99,S92000003,d,Total,d,1 - 7 days,11620
508,1998/99,S92000003,d,Total,d,8 - 28 days,12490
509,1998/99,S92000003,d,Total,d,29 days - 6 months,9250
510,1998/99,S92000003,d,Total,d,> 6 months,2280
511,1999/00,SB0801, ,SMR01, ,< 1 day,0
512,1999/00,SB0801, ,SMR01, ,1 - 7 days,0
513,1999/00,SB0801, ,SMR01, ,8 - 28 days,0
514,1999/00,SB0801, ,SMR01, ,29 days - 6 months,0
515,1999/00,SB0801, ,SMR01, ,> 6 months,0
516,1999/00,SB0801, ,SMR04, ,< 1 day,0
517,1999/00,SB0801, ,SMR04, ,1 - 7 days,0
518,1999/00,SB0801, ,SMR04, ,8 - 28 days,0
519,1999/00,SB0801, ,SMR04, ,29 days - 6 months,0
520,1999/00,SB0801, ,SMR04, ,> 6 months,0
521,1999/00,SB0801, ,Total,d,< 1 day,0
522,1999/00,SB0801, ,Total,d,1 - 7 days,0
523,1999/00,SB0801, ,Total,d,8 - 28 days,0
524,1999/00,SB0801, ,Total,d,29 days - 6 months,0
525,1999/00,SB0801, ,Total,d,> 6 months,0
526,1999/00,S08000015, ,SMR01, ,< 1 day,220
527,1999/00,S08000015, ,SMR01, ,1 - 7 days,420
528,1999/00,S08000015, ,SMR01, ,8 - 28 days,80
529,1999/00,S08000015, ,SMR01, ,29 days - 6 months,40
530,1999/00,S08000015, ,SMR01, ,> 6 months,10
531,1999/00,S08000015, ,SMR04, ,< 1 day,40
532,1999/00,S08000015, ,SMR04, ,1 - 7 days,610
533,1999/00,S08000015, ,SMR04, ,8 - 28 days,930
534,1999/00,S08000015, ,SMR04, ,29 days - 6 months,580
535,1999/00,S08000015, ,SMR04, ,> 6 months,130
536,1999/00,S08000015, ,Total,d,< 1 day,270
537,1999/00,S08000015, ,Total,d,1 - 7 days,1030
538,1999/00,S08000015, ,Total,d,8 - 28 days,1010
539,1999/00,S08000015, ,Total,d,29 days - 6 months,630
540,1999/00,S08000015, ,Total,d,> 6 months,140
541,1999/00,S08000016, ,SMR01, ,< 1 day,40
542,1999/00,S08000016, ,SMR01, ,1 - 7 days,80
543,1999/00,S08000016, ,SMR01, ,8 - 28 days,60
544,1999/00,S08000016, ,SMR01, ,29 days - 6 months,30
545,1999/00,S08000016, ,SMR01, ,> 6 months,0
546,1999/00,S08000016, ,SMR04, ,< 1 day,10
547,1999/00,S08000016, ,SMR04, ,1 - 7 days,160
548,1999/00,S08000016, ,SMR04, ,8 - 28 days,200
549,1999/00,S08000016, ,SMR04, ,29 days - 6 months,140
550,1999/00,S08000016, ,SMR04, ,> 6 months,50
551,1999/00,S08000016, ,Total,d,< 1 day,50
552,1999/00,S08000016, ,Total,d,1 - 7 days,240
553,1999/00,S08000016, ,Total,d,8 - 28 days,250
554,1999/00,S08000016, ,Total,d,29 days - 6 months,170
555,1999/00,S08000016, ,Total,d,> 6 months,50
556,1999/00,S08000017, ,SMR01, ,< 1 day,60
557,1999/00,S08000017, ,SMR01, ,1 - 7 days,100
558,1999/00,S08000017, ,SMR01, ,8 - 28 days,50
559,1999/00,S08000017, ,SMR01, ,29 days - 6 months,20
560,1999/00,S08000017, ,SMR01, ,> 6 months,0
561,1999/00,S08000017, ,SMR04, ,< 1 day,10
562,1999/00,S08000017, ,SMR04, ,1 - 7 days,170
563,1999/00,S08000017, ,SMR04, ,8 - 28 days,220
564,1999/00,S08000017, ,SMR04, ,29 days - 6 months,250
565,1999/00,S08000017, ,SMR04, ,> 6 months,60
566,1999/00,S08000017, ,Total,d,< 1 day,70
567,1999/00,S08000017, ,Total,d,1 - 7 days,270
568,1999/00,S08000017, ,Total,d,8 - 28 days,260
569,1999/00,S08000017, ,Total,d,29 days - 6 months,260
570,1999/00,S08000017, ,Total,d,> 6 months,60
571,1999/00,S08000029, ,SMR01, ,< 1 day,70
572,1999/00,S08000029, ,SMR01, ,1 - 7 days,130
573,1999/00,S08000029, ,SMR01, ,8 - 28 days,60
574,1999/00,S08000029, ,SMR01, ,29 days - 6 months,40
575,1999/00,S08000029, ,SMR01, ,> 6 months,0
576,1999/00,S08000029, ,SMR04, ,< 1 day,30
577,1999/00,S08000029, ,SMR04, ,1 - 7 days,510
578,1999/00,S08000029, ,SMR04, ,8 - 28 days,570
579,1999/00,S08000029, ,SMR04, ,29 days - 6 months,460
580,1999/00,S08000029, ,SMR04, ,> 6 months,120
581,1999/00,S08000029, ,Total,d,< 1 day,100
582,1999/00,S08000029, ,Total,d,1 - 7 days,640
583,1999/00,S08000029, ,Total,d,8 - 28 days,620
584,1999/00,S08000029, ,Total,d,29 days - 6 months,500
585,1999/00,S08000029, ,Total,d,> 6 months,120
586,1999/00,S08000019, ,SMR01, ,< 1 day,40
587,1999/00,S08000019, ,SMR01, ,1 - 7 days,170
588,1999/00,S08000019, ,SMR01, ,8 - 28 days,70
589,1999/00,S08000019, ,SMR01, ,29 days - 6 months,30
590,1999/00,S08000019, ,SMR01, ,> 6 months,0
591,1999/00,S08000019, ,SMR04, ,< 1 day,70
592,1999/00,S08000019, ,SMR04, ,1 - 7 days,230
593,1999/00,S08000019, ,SMR04, ,8 - 28 days,350
594,1999/00,S08000019, ,SMR04, ,29 days - 6 months,310
595,1999/00,S08000019, ,SMR04, ,> 6 months,100
596,1999/00,S08000019, ,Total,d,< 1 day,110
597,1999/00,S08000019, ,Total,d,1 - 7 days,400
598,1999/00,S08000019, ,Total,d,8 - 28 days,420
599,1999/00,S08000019, ,Total,d,29 days - 6 months,340
600,1999/00,S08000019, ,Total,d,> 6 months,100
601,1999/00,S08000020, ,SMR01, ,< 1 day,180
602,1999/00,S08000020, ,SMR01, ,1 - 7 days,440
603,1999/00,S08000020, ,SMR01, ,8 - 28 days,210
604,1999/00,S08000020, ,SMR01, ,29 days - 6 months,90
605,1999/00,S08000020, ,SMR01, ,> 6 months,0
606,1999/00,S08000020, ,SMR04, ,< 1 day,40
607,1999/00,S08000020, ,SMR04, ,1 - 7 days,560
608,1999/00,S08000020, ,SMR04, ,8 - 28 days,870
609,1999/00,S08000020, ,SMR04, ,29 days - 6 months,620
610,1999/00,S08000020, ,SMR04, ,> 6 months,180
611,1999/00,S08000020, ,Total,d,< 1 day,210
612,1999/00,S08000020, ,Total,d,1 - 7 days,1000
613,1999/00,S08000020, ,Total,d,8 - 28 days,1080
614,1999/00,S08000020, ,Total,d,29 days - 6 months,710
615,1999/00,S08000020, ,Total,d,> 6 months,180
616,1999/00,S08000031, ,SMR01, ,< 1 day,400
617,1999/00,S08000031, ,SMR01, ,1 - 7 days,1220
618,1999/00,S08000031, ,SMR01, ,8 - 28 days,510
619,1999/00,S08000031, ,SMR01, ,29 days - 6 months,340
620,1999/00,S08000031, ,SMR01, ,> 6 months,30
621,1999/00,S08000031, ,SMR04, ,< 1 day,210
622,1999/00,S08000031, ,SMR04, ,1 - 7 days,1880
623,1999/00,S08000031, ,SMR04, ,8 - 28 days,2560
624,1999/00,S08000031, ,SMR04, ,29 days - 6 months,2230
625,1999/00,S08000031, ,SMR04, ,> 6 months,580
626,1999/00,S08000031, ,Total,d,< 1 day,610
627,1999/00,S08000031, ,Total,d,1 - 7 days,3110
628,1999/00,S08000031, ,Total,d,8 - 28 days,3070
629,1999/00,S08000031, ,Total,d,29 days - 6 months,2570
630,1999/00,S08000031, ,Total,d,> 6 months,610
631,1999/00,S08000022, ,SMR01, ,< 1 day,210
632,1999/00,S08000022, ,SMR01, ,1 - 7 days,590
633,1999/00,S08000022, ,SMR01, ,8 - 28 days,170
634,1999/00,S08000022, ,SMR01, ,29 days - 6 months,70
635,1999/00,S08000022, ,SMR01, ,> 6 months,10
636,1999/00,S08000022, ,SMR04, ,< 1 day,40
637,1999/00,S08000022, ,SMR04, ,1 - 7 days,600
638,1999/00,S08000022, ,SMR04, ,8 - 28 days,830
639,1999/00,S08000022, ,SMR04, ,29 days - 6 months,540
640,1999/00,S08000022, ,SMR04, ,> 6 months,90
641,1999/00,S08000022, ,Total,d,< 1 day,250
642,1999/00,S08000022, ,Total,d,1 - 7 days,1180
643,1999/00,S08000022, ,Total,d,8 - 28 days,1000
644,1999/00,S08000022, ,Total,d,29 days - 6 months,610
645,1999/00,S08000022, ,Total,d,> 6 months,110
646,1999/00,S08000032, ,SMR01, ,< 1 day,170
647,1999/00,S08000032, ,SMR01, ,1 - 7 days,470
648,1999/00,S08000032, ,SMR01, ,8 - 28 days,100
649,1999/00,S08000032, ,SMR01, ,29 days - 6 months,70
650,1999/00,S08000032, ,SMR01, ,> 6 months,10
651,1999/00,S08000032, ,SMR04, ,< 1 day,80
652,1999/00,S08000032, ,SMR04, ,1 - 7 days,610
653,1999/00,S08000032, ,SMR04, ,8 - 28 days,990
654,1999/00,S08000032, ,SMR04, ,29 days - 6 months,740
655,1999/00,S08000032, ,SMR04, ,> 6 months,190
656,1999/00,S08000032, ,Total,d,< 1 day,250
657,1999/00,S08000032, ,Total,d,1 - 7 days,1080
658,1999/00,S08000032, ,Total,d,8 - 28 days,1090
659,1999/00,S08000032, ,Total,d,29 days - 6 months,810
660,1999/00,S08000032, ,Total,d,> 6 months,190
661,1999/00,S08000024, ,SMR01, ,< 1 day,200
662,1999/00,S08000024, ,SMR01, ,1 - 7 days,440
663,1999/00,S08000024, ,SMR01, ,8 - 28 days,210
664,1999/00,S08000024, ,SMR01, ,29 days - 6 months,170
665,1999/00,S08000024, ,SMR01, ,> 6 months,0
666,1999/00,S08000024, ,SMR04, ,< 1 day,80
667,1999/00,S08000024, ,SMR04, ,1 - 7 days,1270
668,1999/00,S08000024, ,SMR04, ,8 - 28 days,1880
669,1999/00,S08000024, ,SMR04, ,29 days - 6 months,1200
670,1999/00,S08000024, ,SMR04, ,> 6 months,320
671,1999/00,S08000024, ,Total,d,< 1 day,280
672,1999/00,S08000024, ,Total,d,1 - 7 days,1710
673,1999/00,S08000024, ,Total,d,8 - 28 days,2090
674,1999/00,S08000024, ,Total,d,29 days - 6 months,1370
675,1999/00,S08000024, ,Total,d,> 6 months,330
676,1999/00,S08000025, ,SMR01, ,< 1 day,20
677,1999/00,S08000025, ,SMR01, ,1 - 7 days,20
678,1999/00,S08000025, ,SMR01, ,8 - 28 days,0
679,1999/00,S08000025, ,SMR01, ,29 days - 6 months,0
680,1999/00,S08000025, ,SMR01, ,> 6 months,0
681,1999/00,S08000025, ,SMR04, ,< 1 day,0
682,1999/00,S08000025, ,SMR04, ,1 - 7 days,0
683,1999/00,S08000025, ,SMR04, ,8 - 28 days,0
684,1999/00,S08000025, ,SMR04, ,29 days - 6 months,0
685,1999/00,S08000025, ,SMR04, ,> 6 months,0
686,1999/00,S08000025, ,Total,d,< 1 day,20
687,1999/00,S08000025, ,Total,d,1 - 7 days,20
688,1999/00,S08000025, ,Total,d,8 - 28 days,0
689,1999/00,S08000025, ,Total,d,29 days - 6 months,0
690,1999/00,S08000025, ,Total,d,> 6 months,0
691,1999/00,S08000026, ,SMR01, ,< 1 day,40
692,1999/00,S08000026, ,SMR01, ,1 - 7 days,40
693,1999/00,S08000026, ,SMR01, ,8 - 28 days,10
694,1999/00,S08000026, ,SMR01, ,29 days - 6 months,0
695,1999/00,S08000026, ,SMR01, ,> 6 months,0
696,1999/00,S08000026, ,SMR04, ,< 1 day,0
697,1999/00,S08000026, ,SMR04, ,1 - 7 days,0
698,1999/00,S08000026, ,SMR04, ,8 - 28 days,0
699,1999/00,S08000026, ,SMR04, ,29 days - 6 months,0
700,1999/00,S08000026, ,SMR04, ,> 6 months,0
701,1999/00,S08000026, ,Total,d,< 1 day,40
702,1999/00,S08000026, ,Total,d,1 - 7 days,40
703,1999/00,S08000026, ,Total,d,8 - 28 days,10
704,1999/00,S08000026, ,Total,d,29 days - 6 months,0
705,1999/00,S08000026, ,Total,d,> 6 months,0
706,1999/00,S08000030, ,SMR01, ,< 1 day,190
707,1999/00,S08000030, ,SMR01, ,1 - 7 days,270
708,1999/00,S08000030, ,SMR01, ,8 - 28 days,100
709,1999/00,S08000030, ,SMR01, ,29 days - 6 months,70
710,1999/00,S08000030, ,SMR01, ,> 6 months,0
711,1999/00,S08000030, ,SMR04, ,< 1 day,60
712,1999/00,S08000030, ,SMR04, ,1 - 7 days,610
713,1999/00,S08000030, ,SMR04, ,8 - 28 days,840
714,1999/00,S08000030, ,SMR04, ,29 days - 6 months,720
715,1999/00,S08000030, ,SMR04, ,> 6 months,220
716,1999/00,S08000030, ,Total,d,< 1 day,250
717,1999/00,S08000030, ,Total,d,1 - 7 days,890
718,1999/00,S08000030, ,Total,d,8 - 28 days,940
719,1999/00,S08000030, ,Total,d,29 days - 6 months,800
720,1999/00,S08000030, ,Total,d,> 6 months,220
721,1999/00,S08000028, ,SMR01, ,< 1 day,20
722,1999/00,S08000028, ,SMR01, ,1 - 7 days,90
723,1999/00,S08000028, ,SMR01, ,8 - 28 days,30
724,1999/00,S08000028, ,SMR01, ,29 days - 6 months,10
725,1999/00,S08000028, ,SMR01, ,> 6 months,0
726,1999/00,S08000028, ,SMR04, ,< 1 day,0
727,1999/00,S08000028, ,SMR04, ,1 - 7 days,30
728,1999/00,S08000028, ,SMR04, ,8 - 28 days,90
729,1999/00,S08000028, ,SMR04, ,29 days - 6 months,40
730,1999/00,S08000028, ,SMR04, ,> 6 months,10
731,1999/00,S08000028, ,Total,d,< 1 day,30
732,1999/00,S08000028, ,Total,d,1 - 7 days,120
733,1999/00,S08000028, ,Total,d,8 - 28 days,110
734,1999/00,S08000028, ,Total,d,29 days - 6 months,50
735,1999/00,S08000028, ,Total,d,> 6 months,10
736,1999/00,SB0802, ,SMR01, ,< 1 day,0
737,1999/00,SB0802, ,SMR01, ,1 - 7 days,0
738,1999/00,SB0802, ,SMR01, ,8 - 28 days,0
739,1999/00,SB0802, ,SMR01, ,29 days - 6 months,0
740,1999/00,SB0802, ,SMR01, ,> 6 months,0
741,1999/00,SB0802, ,SMR04, ,< 1 day,0
742,1999/00,SB0802, ,SMR04, ,1 - 7 days,0
743,1999/00,SB0802, ,SMR04, ,8 - 28 days,0
744,1999/00,SB0802, ,SMR04, ,29 days - 6 months,10
745,1999/00,SB0802, ,SMR04, ,> 6 months,20
746,1999/00,SB0802, ,Total,d,< 1 day,0
747,1999/00,SB0802, ,Total,d,1 - 7 days,0
748,1999/00,SB0802, ,Total,d,8 - 28 days,0
749,1999/00,SB0802, ,Total,d,29 days - 6 months,10
750,1999/00,SB0802, ,Total,d,> 6 months,20
751,1999/00,S92000003,d,SMR01, ,< 1 day,1870
752,1999/00,S92000003,d,SMR01, ,1 - 7 days,4480
753,1999/00,S92000003,d,SMR01, ,8 - 28 days,1670
754,1999/00,S92000003,d,SMR01, ,29 days - 6 months,980
755,1999/00,S92000003,d,SMR01, ,> 6 months,70
756,1999/00,S92000003,d,SMR04, ,< 1 day,660
757,1999/00,S92000003,d,SMR04, ,1 - 7 days,7250
758,1999/00,S92000003,d,SMR04, ,8 - 28 days,10300
759,1999/00,S92000003,d,SMR04, ,29 days - 6 months,7850
760,1999/00,S92000003,d,SMR04, ,> 6 months,2070
761,1999/00,S92000003,d,Total,d,< 1 day,2530
762,1999/00,S92000003,d,Total,d,1 - 7 days,11720
763,1999/00,S92000003,d,Total,d,8 - 28 days,11970
764,1999/00,S92000003,d,Total,d,29 days - 6 months,8830
765,1999/00,S92000003,d,Total,d,> 6 months,2140
766,2000/01,SB0801, ,SMR01, ,< 1 day,0
767,2000/01,SB0801, ,SMR01, ,1 - 7 days,0
768,2000/01,SB0801, ,SMR01, ,8 - 28 days,0
769,2000/01,SB0801, ,SMR01, ,29 days - 6 months,0
770,2000/01,SB0801, ,SMR01, ,> 6 months,0
771,2000/01,SB0801, ,SMR04, ,< 1 day,0
772,2000/01,SB0801, ,SMR04, ,1 - 7 days,0
773,2000/01,SB0801, ,SMR04, ,8 - 28 days,0
774,2000/01,SB0801, ,SMR04, ,29 days - 6 months,0
775,2000/01,SB0801, ,SMR04, ,> 6 months,0
776,2000/01,SB0801, ,Total,d,< 1 day,0
777,2000/01,SB0801, ,Total,d,1 - 7 days,0
778,2000/01,SB0801, ,Total,d,8 - 28 days,0
779,2000/01,SB0801, ,Total,d,29 days - 6 months,0
780,2000/01,SB0801, ,Total,d,> 6 months,0
781,2000/01,S08000015, ,SMR01, ,< 1 day,190
782,2000/01,S08000015, ,SMR01, ,1 - 7 days,410
783,2000/01,S08000015, ,SMR01, ,8 - 28 days,90
784,2000/01,S08000015, ,SMR01, ,29 days - 6 months,40
785,2000/01,S08000015, ,SMR01, ,> 6 months,0
786,2000/01,S08000015, ,SMR04, ,< 1 day,20
787,2000/01,S08000015, ,SMR04, ,1 - 7 days,620
788,2000/01,S08000015, ,SMR04, ,8 - 28 days,800
789,2000/01,S08000015, ,SMR04, ,29 days - 6 months,600
790,2000/01,S08000015, ,SMR04, ,> 6 months,140
791,2000/01,S08000015, ,Total,d,< 1 day,220
792,2000/01,S08000015, ,Total,d,1 - 7 days,1030
793,2000/01,S08000015, ,Total,d,8 - 28 days,900
794,2000/01,S08000015, ,Total,d,29 days - 6 months,630
795,2000/01,S08000015, ,Total,d,> 6 months,140
796,2000/01,S08000016, ,SMR01, ,< 1 day,40
797,2000/01,S08000016, ,SMR01, ,1 - 7 days,90
798,2000/01,S08000016, ,SMR01, ,8 - 28 days,40
799,2000/01,S08000016, ,SMR01, ,29 days - 6 months,20
800,2000/01,S08000016, ,SMR01, ,> 6 months,0
801,2000/01,S08000016, ,SMR04, ,< 1 day,10
802,2000/01,S08000016, ,SMR04, ,1 - 7 days,160
803,2000/01,S08000016, ,SMR04, ,8 - 28 days,180
804,2000/01,S08000016, ,SMR04, ,29 days - 6 months,150
805,2000/01,S08000016, ,SMR04, ,> 6 months,40
806,2000/01,S08000016, ,Total,d,< 1 day,50
807,2000/01,S08000016, ,Total,d,1 - 7 days,260
808,2000/01,S08000016, ,Total,d,8 - 28 days,220
809,2000/01,S08000016, ,Total,d,29 days - 6 months,170
810,2000/01,S08000016, ,Total,d,> 6 months,40
811,2000/01,S08000017, ,SMR01, ,< 1 day,30
812,2000/01,S08000017, ,SMR01, ,1 - 7 days,130
813,2000/01,S08000017, ,SMR01, ,8 - 28 days,40
814,2000/01,S08000017, ,SMR01, ,29 days - 6 months,20
815,2000/01,S08000017, ,SMR01, ,> 6 months,0
816,2000/01,S08000017, ,SMR04, ,< 1 day,20
817,2000/01,S08000017, ,SMR04, ,1 - 7 days,200
818,2000/01,S08000017, ,SMR04, ,8 - 28 days,220
819,2000/01,S08000017, ,SMR04, ,29 days - 6 months,230
820,2000/01,S08000017, ,SMR04, ,> 6 months,80
821,2000/01,S08000017, ,Total,d,< 1 day,60
822,2000/01,S08000017, ,Total,d,1 - 7 days,330
823,2000/01,S08000017, ,Total,d,8 - 28 days,250
824,2000/01,S08000017, ,Total,d,29 days - 6 months,250
825,2000/01,S08000017, ,Total,d,> 6 months,80
826,2000/01,S08000029, ,SMR01, ,< 1 day,50
827,2000/01,S08000029, ,SMR01, ,1 - 7 days,170
828,2000/01,S08000029, ,SMR01, ,8 - 28 days,40
829,2000/01,S08000029, ,SMR01, ,29 days - 6 months,30
830,2000/01,S08000029, ,SMR01, ,> 6 months,10
831,2000/01,S08000029, ,SMR04, ,< 1 day,30
832,2000/01,S08000029, ,SMR04, ,1 - 7 days,430
833,2000/01,S08000029, ,SMR04, ,8 - 28 days,540
834,2000/01,S08000029, ,SMR04, ,29 days - 6 months,400
835,2000/01,S08000029, ,SMR04, ,> 6 months,120
836,2000/01,S08000029, ,Total,d,< 1 day,80
837,2000/01,S08000029, ,Total,d,1 - 7 days,600
838,2000/01,S08000029, ,Total,d,8 - 28 days,580
839,2000/01,S08000029, ,Total,d,29 days - 6 months,430
840,2000/01,S08000029, ,Total,d,> 6 months,130
841,2000/01,S08000019, ,SMR01, ,< 1 day,40
842,2000/01,S08000019, ,SMR01, ,1 - 7 days,140
843,2000/01,S08000019, ,SMR01, ,8 - 28 days,50
844,2000/01,S08000019, ,SMR01, ,29 days - 6 months,20
845,2000/01,S08000019, ,SMR01, ,> 6 months,0
846,2000/01,S08000019, ,SMR04, ,< 1 day,70
847,2000/01,S08000019, ,SMR04, ,1 - 7 days,250
848,2000/01,S08000019, ,SMR04, ,8 - 28 days,380
849,2000/01,S08000019, ,SMR04, ,29 days - 6 months,340
850,2000/01,S08000019, ,SMR04, ,> 6 months,80
851,2000/01,S08000019, ,Total,d,< 1 day,110
852,2000/01,S08000019, ,Total,d,1 - 7 days,390
853,2000/01,S08000019, ,Total,d,8 - 28 days,430
854,2000/01,S08000019, ,Total,d,29 days - 6 months,360
855,2000/01,S08000019, ,Total,d,> 6 months,80
856,2000/01,S08000020, ,SMR01, ,< 1 day,150
857,2000/01,S08000020, ,SMR01, ,1 - 7 days,480
858,2000/01,S08000020, ,SMR01, ,8 - 28 days,200
859,2000/01,S08000020, ,SMR01, ,29 days - 6 months,90
860,2000/01,S08000020, ,SMR01, ,> 6 months,0
861,2000/01,S08000020, ,SMR04, ,< 1 day,40
862,2000/01,S08000020, ,SMR04, ,1 - 7 days,580
863,2000/01,S08000020, ,SMR04, ,8 - 28 days,860
864,2000/01,S08000020, ,SMR04, ,29 days - 6 months,600
865,2000/01,S08000020, ,SMR04, ,> 6 months,180
866,2000/01,S08000020, ,Total,d,< 1 day,190
867,2000/01,S08000020, ,Total,d,1 - 7 days,1060
868,2000/01,S08000020, ,Total,d,8 - 28 days,1050
869,2000/01,S08000020, ,Total,d,29 days - 6 months,680
870,2000/01,S08000020, ,Total,d,> 6 months,180
871,2000/01,S08000031, ,SMR01, ,< 1 day,350
872,2000/01,S08000031, ,SMR01, ,1 - 7 days,1270
873,2000/01,S08000031, ,SMR01, ,8 - 28 days,450
874,2000/01,S08000031, ,SMR01, ,29 days - 6 months,280
875,2000/01,S08000031, ,SMR01, ,> 6 months,20
876,2000/01,S08000031, ,SMR04, ,< 1 day,180
877,2000/01,S08000031, ,SMR04, ,1 - 7 days,1850
878,2000/01,S08000031, ,SMR04, ,8 - 28 days,2500
879,2000/01,S08000031, ,SMR04, ,29 days - 6 months,2190
880,2000/01,S08000031, ,SMR04, ,> 6 months,530
881,2000/01,S08000031, ,Total,d,< 1 day,540
882,2000/01,S08000031, ,Total,d,1 - 7 days,3120
883,2000/01,S08000031, ,Total,d,8 - 28 days,2950
884,2000/01,S08000031, ,Total,d,29 days - 6 months,2460
885,2000/01,S08000031, ,Total,d,> 6 months,550
886,2000/01,S08000022, ,SMR01, ,< 1 day,250
887,2000/01,S08000022, ,SMR01, ,1 - 7 days,620
888,2000/01,S08000022, ,SMR01, ,8 - 28 days,190
889,2000/01,S08000022, ,SMR01, ,29 days - 6 months,90
890,2000/01,S08000022, ,SMR01, ,> 6 months,10
891,2000/01,S08000022, ,SMR04, ,< 1 day,30
892,2000/01,S08000022, ,SMR04, ,1 - 7 days,600
893,2000/01,S08000022, ,SMR04, ,8 - 28 days,850
894,2000/01,S08000022, ,SMR04, ,29 days - 6 months,520
895,2000/01,S08000022, ,SMR04, ,> 6 months,100
896,2000/01,S08000022, ,Total,d,< 1 day,270
897,2000/01,S08000022, ,Total,d,1 - 7 days,1230
898,2000/01,S08000022, ,Total,d,8 - 28 days,1040
899,2000/01,S08000022, ,Total,d,29 days - 6 months,610
900,2000/01,S08000022, ,Total,d,> 6 months,110
901,2000/01,S08000032, ,SMR01, ,< 1 day,140
902,2000/01,S08000032, ,SMR01, ,1 - 7 days,460
903,2000/01,S08000032, ,SMR01, ,8 - 28 days,100
904,2000/01,S08000032, ,SMR01, ,29 days - 6 months,70
905,2000/01,S08000032, ,SMR01, ,> 6 months,0
906,2000/01,S08000032, ,SMR04, ,< 1 day,80
907,2000/01,S08000032, ,SMR04, ,1 - 7 days,680
908,2000/01,S08000032, ,SMR04, ,8 - 28 days,940
909,2000/01,S08000032, ,SMR04, ,29 days - 6 months,740
910,2000/01,S08000032, ,SMR04, ,> 6 months,160
911,2000/01,S08000032, ,Total,d,< 1 day,230
912,2000/01,S08000032, ,Total,d,1 - 7 days,1140
913,2000/01,S08000032, ,Total,d,8 - 28 days,1040
914,2000/01,S08000032, ,Total,d,29 days - 6 months,800
915,2000/01,S08000032, ,Total,d,> 6 months,160
916,2000/01,S08000024, ,SMR01, ,< 1 day,220
917,2000/01,S08000024, ,SMR01, ,1 - 7 days,470
918,2000/01,S08000024, ,SMR01, ,8 - 28 days,150
919,2000/01,S08000024, ,SMR01, ,29 days - 6 months,120
920,2000/01,S08000024, ,SMR01, ,> 6 months,10
921,2000/01,S08000024, ,SMR04, ,< 1 day,80
922,2000/01,S08000024, ,SMR04, ,1 - 7 days,1100
923,2000/01,S08000024, ,SMR04, ,8 - 28 days,1700
924,2000/01,S08000024, ,SMR04, ,29 days - 6 months,1200
925,2000/01,S08000024, ,SMR04, ,> 6 months,290
926,2000/01,S08000024, ,Total,d,< 1 day,300
927,2000/01,S08000024, ,Total,d,1 - 7 days,1580
